student_id,exam_type,grade,sub_segment,vle_total_clicks,avg_focus_duration_mins,phone_distraction_10min_count,parent_report_open_rate,assessment_avg_score,late_submission_ratio,anxiety_survey_score,night_study_ratio,churn_90d
STU_11511,YKS_TYT_AYT,Mezun,Yarıda Bırakan,346,10.7,1,0.69,68.1,0.83,5.2,0.23,1
STU_11512,YKS_TYT_AYT,12,Telefonla Dağılan,438,26.1,4,0.61,66.7,0.24,6.3,0.77,0
STU_11513,LGS,8,Yarıda Bırakan,218,15.7,1,0.45,76.7,0.48,6.0,0.53,1
STU_11514,LGS,8,Telefonla Dağılan,507,20.1,8,0.72,60.9,0.57,8.1,0.85,0
STU_11515,LGS,8,Kaygıyla Erteleyen,290,31.0,2,0.98,98.1,0.93,8.1,0.1,0
STU_11516,YKS_TYT_AYT,Mezun,Telefonla Dağılan,501,25.2,9,0.26,66.1,0.6,4.8,0.6,1
STU_11517,YKS_TYT_AYT,11,Telefonla Dağılan,449,22.9,1,0.62,51.0,0.25,3.2,0.7,1
STU_11518,LGS,8,Yarıda Bırakan,363,19.6,2,0.21,51.5,0.62,4.0,0.19,1
STU_11519,YKS_TYT_AYT,12,Geceye Kayan,719,25.4,4,0.65,75.8,0.52,4.0,0.78,0
STU_11520,LGS,8,Telefonla Dağılan,407,21.6,4,0.67,78.7,0.31,3.8,0.12,1
STU_11521,YKS_TYT_AYT,12,Kaygıyla Erteleyen,301,21.4,3,0.25,85.0,0.76,9.0,0.16,0
STU_11522,LGS,8,Kaygıyla Erteleyen,285,47.8,1,0.52,89.3,0.8,9.8,0.31,1
STU_11523,LGS,8,Yarıda Bırakan,253,22.4,4,0.48,67.1,0.65,6.8,0.33,0
STU_11524,YKS_TYT_AYT,12,Yarıda Bırakan,171,15.2,3,0.26,71.3,0.65,3.1,0.36,1
STU_11525,LGS,8,Yarıda Bırakan,165,15.4,0,0.36,48.7,0.69,5.9,0.09,1
STU_11526,LGS,8,Kaygıyla Erteleyen,281,23.4,1,0.6,55.8,0.61,9.3,0.12,0
STU_11527,LGS,8,Yarıda Bırakan,362,18.6,2,0.81,68.1,0.28,5.7,0.3,1
STU_11528,YKS_TYT_AYT,11,Telefonla Dağılan,369,29.1,14,0.63,54.7,0.83,3.9,0.27,0
STU_11529,YKS_TYT_AYT,11,Kaygıyla Erteleyen,350,23.9,2,0.81,60.2,0.52,7.0,0.3,0
STU_11530,LGS,8,Yarıda Bırakan,182,18.9,3,0.47,47.3,0.52,5.5,0.5,1
STU_11531,YKS_TYT_AYT,11,Telefonla Dağılan,341,22.8,4,0.37,54.1,0.4,3.7,0.5,1
STU_11532,YKS_TYT_AYT,12,Yarıda Bırakan,308,15.7,4,0.57,50.1,0.63,3.6,0.25,1
STU_11533,LGS,8,Başlayamayan,99,17.6,2,0.07,71.7,0.91,10.0,0.11,1
STU_11534,LGS,8,Kaygıyla Erteleyen,410,29.6,0,0.8,51.2,0.53,8.8,0.21,1
STU_11535,LGS,8,Başlayamayan,225,4.5,4,0.52,52.3,0.76,8.6,0.54,1
STU_11536,LGS,8,Yarıda Bırakan,301,6.4,4,0.6,52.7,0.41,5.5,0.41,1
STU_11537,YKS_TYT_AYT,Mezun,Kaygıyla Erteleyen,210,19.9,2,0.79,61.3,0.74,9.1,0.24,1
STU_11538,LGS,8,Yarıda Bırakan,271,20.2,3,0.43,58.7,0.28,3.4,0.46,0
STU_11539,YKS_TYT_AYT,12,Geceye Kayan,524,23.4,5,0.86,80.1,0.47,2.7,0.93,0
STU_11540,YKS_TYT_AYT,11,Geceye Kayan,720,22.7,6,0.35,67.6,0.63,4.6,0.81,0
STU_11541,LGS,8,Yarıda Bırakan,175,19.0,2,0.28,41.4,0.15,7.6,0.3,1
STU_11542,YKS_TYT_AYT,11,Başlayamayan,147,7.4,3,0.42,47.0,0.82,5.4,0.48,1
STU_11543,LGS,8,Telefonla Dağılan,482,17.8,5,0.56,78.8,0.48,3.6,0.39,0
STU_11544,YKS_TYT_AYT,12,Yarıda Bırakan,422,12.3,4,0.19,54.7,0.31,2.1,0.19,0
STU_11545,YKS_TYT_AYT,12,Başlayamayan,119,14.3,3,0.64,54.4,0.65,6.9,0.35,1
STU_11546,YKS_TYT_AYT,11,Telefonla Dağılan,470,31.2,6,0.53,48.2,0.29,4.6,0.73,0
STU_11547,YKS_TYT_AYT,12,Başlayamayan,134,7.4,2,0.13,34.7,0.93,6.9,0.45,1
STU_11548,LGS,8,Kaygıyla Erteleyen,347,38.1,3,0.77,66.3,0.71,8.7,0.37,0
STU_11549,YKS_TYT_AYT,12,Başlayamayan,124,10.4,1,0.16,46.3,0.55,5.9,0.25,0
STU_11550,YKS_TYT_AYT,11,Başlayamayan,144,13.8,5,0.2,55.2,0.4,5.2,0.22,1
STU_11551,YKS_TYT_AYT,11,Başlayamayan,64,12.2,0,0.21,52.5,0.95,8.4,0.1,1
STU_11552,YKS_TYT_AYT,Mezun,Geceye Kayan,592,32.5,2,0.74,82.2,0.18,7.5,0.83,0
STU_11553,YKS_TYT_AYT,11,Telefonla Dağılan,460,31.8,4,0.32,71.0,0.59,4.7,0.7,1
STU_11554,LGS,8,Kaygıyla Erteleyen,241,23.4,3,0.88,64.9,0.92,9.5,0.24,0
STU_11555,LGS,8,Yarıda Bırakan,378,25.0,1,0.66,44.7,0.57,2.2,0.24,0
STU_11556,YKS_TYT_AYT,11,Yarıda Bırakan,288,10.1,1,0.43,51.9,0.29,4.4,0.33,1
STU_11557,LGS,8,Yarıda Bırakan,266,23.8,2,0.63,60.8,0.35,2.8,0.1,1
STU_11558,YKS_TYT_AYT,11,Telefonla Dağılan,421,24.3,10,0.44,62.3,0.73,5.6,0.35,0
STU_11559,YKS_TYT_AYT,Mezun,Telefonla Dağılan,443,18.1,9,0.83,59.3,0.26,4.0,0.69,0
STU_11560,LGS,8,Telefonla Dağılan,495,29.6,4,0.84,62.5,0.47,4.5,0.27,1
STU_11561,LGS,8,Yarıda Bırakan,205,18.8,3,0.56,52.7,0.19,6.1,0.27,1
STU_11562,YKS_TYT_AYT,11,Geceye Kayan,432,27.3,1,0.18,78.1,0.67,5.5,0.98,0
STU_11563,LGS,8,Başlayamayan,75,10.2,2,0.33,40.0,0.53,8.5,0.54,1
STU_11564,YKS_TYT_AYT,12,Geceye Kayan,585,33.0,2,0.77,57.1,0.1,4.7,0.66,0
STU_11565,YKS_TYT_AYT,Mezun,Başlayamayan,120,11.9,1,0.17,48.0,0.49,7.6,0.21,1
STU_11566,YKS_TYT_AYT,Mezun,Telefonla Dağılan,395,15.6,9,0.63,58.9,0.61,7.1,0.75,0
STU_11567,LGS,8,Yarıda Bırakan,198,21.3,3,0.3,69.5,0.6,2.8,0.53,0
STU_11568,YKS_TYT_AYT,Mezun,Yarıda Bırakan,326,13.7,1,0.31,50.1,0.56,5.4,0.46,1
STU_11569,YKS_TYT_AYT,11,Telefonla Dağılan,507,17.9,5,0.71,67.4,0.27,3.8,0.77,0
STU_11570,YKS_TYT_AYT,12,Yarıda Bırakan,153,6.6,1,0.16,34.8,0.55,4.1,0.09,1
STU_11571,LGS,8,Yarıda Bırakan,266,19.0,3,0.8,55.1,0.63,7.0,0.41,0
STU_11572,YKS_TYT_AYT,12,Telefonla Dağılan,654,18.5,5,0.73,68.8,0.43,3.9,0.25,0
STU_11573,YKS_TYT_AYT,12,Telefonla Dağılan,414,37.2,4,0.48,54.6,0.37,7.9,0.56,0
STU_11574,LGS,8,Kaygıyla Erteleyen,306,17.9,3,0.73,47.3,0.76,7.3,0.62,0
STU_11575,LGS,8,Yarıda Bırakan,201,15.3,3,0.34,51.7,0.73,5.1,0.31,1
STU_11576,LGS,8,Telefonla Dağılan,546,29.6,7,0.25,52.9,0.53,3.5,0.11,0
STU_11577,YKS_TYT_AYT,11,Telefonla Dağılan,494,23.4,9,0.45,64.2,0.38,4.4,0.55,0
STU_11578,YKS_TYT_AYT,12,Yarıda Bırakan,197,26.0,2,0.28,48.0,0.67,3.7,0.24,0
STU_11579,YKS_TYT_AYT,12,Telefonla Dağılan,495,19.6,4,0.64,60.5,0.54,4.5,0.2,1
STU_11580,LGS,8,Yarıda Bırakan,462,20.8,4,0.28,48.5,0.64,5.2,0.1,0
STU_11581,LGS,8,Başlayamayan,94,10.6,1,0.29,62.1,0.83,6.3,0.24,1
STU_11582,YKS_TYT_AYT,12,Başlayamayan,79,16.4,0,0.16,63.6,0.62,6.0,0.3,1
STU_11583,YKS_TYT_AYT,11,Başlayamayan,98,8.6,4,0.38,61.8,0.49,4.7,0.2,1
STU_11584,YKS_TYT_AYT,12,Telefonla Dağılan,781,20.8,5,0.55,59.6,0.52,3.4,0.3,0
STU_11585,LGS,8,Telefonla Dağılan,666,25.8,4,0.31,81.3,0.3,3.1,0.49,0
STU_11586,YKS_TYT_AYT,12,Geceye Kayan,569,34.8,6,0.52,77.7,0.42,8.1,0.92,0
STU_11587,LGS,8,Telefonla Dağılan,613,20.7,7,0.41,51.4,0.3,2.7,0.28,0
STU_11588,YKS_TYT_AYT,11,Başlayamayan,97,7.6,5,0.2,46.4,0.39,4.9,0.06,0
STU_11589,YKS_TYT_AYT,12,Geceye Kayan,668,34.8,7,0.45,87.5,0.61,6.9,0.81,1
STU_11590,YKS_TYT_AYT,Mezun,Kaygıyla Erteleyen,412,20.1,2,0.72,55.7,0.59,9.4,0.43,0
STU_11591,YKS_TYT_AYT,Mezun,Yarıda Bırakan,304,16.4,3,0.71,54.3,0.61,6.7,0.31,0
STU_11592,LGS,8,Telefonla Dağılan,536,18.1,13,0.29,60.8,0.64,4.6,0.51,1
STU_11593,LGS,8,Geceye Kayan,823,41.6,2,0.75,88.1,0.22,4.2,0.79,0
STU_11594,YKS_TYT_AYT,11,Telefonla Dağılan,323,20.1,7,0.6,61.8,0.85,6.2,0.71,1
STU_11595,YKS_TYT_AYT,12,Geceye Kayan,454,25.8,3,0.42,88.0,0.56,5.5,0.85,0
STU_11596,LGS,8,Başlayamayan,63,13.2,1,0.28,58.3,0.53,6.6,0.41,0
STU_11597,LGS,8,Başlayamayan,90,9.0,0,0.45,51.0,0.95,5.2,0.11,1
STU_11598,LGS,8,Yarıda Bırakan,324,24.0,2,0.21,35.3,0.73,5.6,0.03,0
STU_11599,YKS_TYT_AYT,11,Telefonla Dağılan,499,25.2,10,0.21,54.5,0.34,4.8,0.54,0
STU_11600,LGS,8,Kaygıyla Erteleyen,352,13.8,2,0.91,85.7,0.71,10.0,0.43,0
STU_11601,LGS,8,Geceye Kayan,761,43.4,1,0.57,61.0,0.61,4.3,0.97,0
STU_11602,LGS,8,Yarıda Bırakan,140,17.5,0,0.69,60.2,0.27,5.8,0.41,1
STU_11603,LGS,8,Başlayamayan,88,11.3,3,0.18,54.8,0.68,5.3,0.31,1
STU_11604,LGS,8,Kaygıyla Erteleyen,258,36.0,2,0.7,54.0,0.85,7.9,0.33,0
STU_11605,YKS_TYT_AYT,11,Telefonla Dağılan,391,23.7,8,0.79,53.1,0.28,3.7,0.59,1
STU_11606,LGS,8,Başlayamayan,127,13.0,1,0.1,51.9,0.83,4.0,0.55,0
STU_11607,YKS_TYT_AYT,Mezun,Telefonla Dağılan,464,23.0,11,0.76,53.0,0.39,5.4,0.64,0
STU_11608,LGS,8,Telefonla Dağılan,523,30.6,7,0.35,50.8,0.61,2.8,0.76,1
STU_11609,YKS_TYT_AYT,Mezun,Kaygıyla Erteleyen,282,24.5,3,0.65,65.8,0.78,7.9,0.22,0
STU_11610,YKS_TYT_AYT,12,Telefonla Dağılan,461,34.2,8,0.29,67.2,0.65,5.6,0.53,0
STU_11611,YKS_TYT_AYT,Mezun,Yarıda Bırakan,325,9.4,2,0.53,47.9,0.7,5.9,0.24,1
STU_11612,YKS_TYT_AYT,11,Geceye Kayan,508,44.7,3,0.85,81.7,0.63,6.2,0.67,0
STU_11613,LGS,8,Telefonla Dağılan,748,20.7,8,0.63,68.8,0.58,4.1,0.73,0
STU_11614,LGS,8,Yarıda Bırakan,212,19.4,4,0.66,71.3,0.57,5.4,0.59,0
STU_11615,YKS_TYT_AYT,12,Yarıda Bırakan,255,16.5,3,0.81,49.6,0.68,5.2,0.45,1
STU_11616,YKS_TYT_AYT,12,Telefonla Dağılan,580,28.2,7,0.37,71.6,0.29,5.0,0.65,1
STU_11617,YKS_TYT_AYT,11,Yarıda Bırakan,251,22.6,0,0.59,53.2,0.46,4.6,0.03,1
STU_11618,YKS_TYT_AYT,12,Başlayamayan,122,10.4,0,0.48,45.7,0.58,6.1,0.54,1
STU_11619,YKS_TYT_AYT,Mezun,Telefonla Dağılan,552,18.2,9,0.7,77.7,0.45,3.4,0.55,0
STU_11620,YKS_TYT_AYT,12,Yarıda Bırakan,262,14.5,1,0.5,57.6,0.27,3.7,0.11,1
STU_11621,LGS,8,Telefonla Dağılan,511,16.9,7,0.63,70.8,0.42,7.5,0.38,0
STU_11622,YKS_TYT_AYT,11,Başlayamayan,83,14.2,1,0.19,47.2,0.87,6.4,0.25,1
STU_11623,YKS_TYT_AYT,11,Telefonla Dağılan,492,24.9,7,0.35,56.9,0.26,2.5,0.53,1
STU_11624,LGS,8,Yarıda Bırakan,228,18.8,2,0.22,49.8,0.17,3.3,0.67,1
STU_11625,YKS_TYT_AYT,12,Başlayamayan,69,14.6,1,0.44,55.8,0.78,8.1,0.31,0
STU_11626,LGS,8,Başlayamayan,105,24.6,4,0.2,58.1,0.59,8.0,0.64,1
STU_11627,YKS_TYT_AYT,12,Geceye Kayan,486,24.3,3,0.29,72.4,0.36,7.0,0.77,1
STU_11628,LGS,8,Kaygıyla Erteleyen,301,22.1,1,0.79,66.3,0.91,8.8,0.19,0
STU_11629,YKS_TYT_AYT,Mezun,Yarıda Bırakan,197,10.2,3,0.42,66.9,0.2,5.2,0.57,0
STU_11630,YKS_TYT_AYT,11,Kaygıyla Erteleyen,391,26.6,2,0.94,74.6,0.81,7.3,0.51,0
STU_11631,LGS,8,Telefonla Dağılan,530,27.3,6,0.42,69.2,0.43,1.8,0.53,0
STU_11632,YKS_TYT_AYT,Mezun,Geceye Kayan,584,24.5,4,0.68,80.0,0.03,4.8,0.84,0
STU_11633,YKS_TYT_AYT,11,Yarıda Bırakan,392,18.8,1,0.2,70.5,0.34,6.3,0.56,0
STU_11634,YKS_TYT_AYT,11,Telefonla Dağılan,420,26.9,6,0.38,60.3,0.22,2.5,0.38,0
STU_11635,LGS,8,Başlayamayan,126,7.8,1,0.57,66.3,0.92,5.1,0.39,1
STU_11636,LGS,8,Yarıda Bırakan,191,21.0,0,0.07,57.4,0.46,6.7,0.12,0
STU_11637,LGS,8,Geceye Kayan,578,38.8,3,0.51,61.1,0.56,4.5,0.82,1
STU_11638,YKS_TYT_AYT,11,Telefonla Dağılan,390,14.2,5,0.39,59.3,0.28,3.8,0.6,0
STU_11639,YKS_TYT_AYT,12,Yarıda Bırakan,205,21.8,1,0.34,52.3,0.41,4.3,0.5,1
STU_11640,YKS_TYT_AYT,12,Başlayamayan,130,13.8,2,0.35,42.2,0.93,5.8,0.38,0
STU_11641,YKS_TYT_AYT,11,Telefonla Dağılan,622,23.7,9,0.61,57.5,0.27,4.7,0.23,0
STU_11642,YKS_TYT_AYT,12,Telefonla Dağılan,584,20.0,6,0.75,59.9,0.32,6.2,0.75,1
STU_11643,YKS_TYT_AYT,11,Yarıda Bırakan,399,15.9,2,0.39,36.2,0.42,5.8,0.66,1
STU_11644,LGS,8,Geceye Kayan,490,42.2,5,0.64,72.7,0.4,5.5,0.94,0
STU_11645,YKS_TYT_AYT,11,Başlayamayan,82,6.1,1,0.15,52.6,0.74,5.1,0.28,0
STU_11646,LGS,8,Yarıda Bırakan,267,19.0,4,0.38,40.1,0.54,6.4,0.41,0
STU_11647,YKS_TYT_AYT,12,Geceye Kayan,420,22.5,7,0.47,70.5,0.43,3.6,0.65,0
STU_11648,YKS_TYT_AYT,11,Yarıda Bırakan,250,14.8,6,0.18,46.2,0.51,5.1,0.24,0
STU_11649,YKS_TYT_AYT,Mezun,Yarıda Bırakan,336,14.7,4,0.4,58.4,0.71,6.3,0.41,1
STU_11650,LGS,8,Telefonla Dağılan,567,25.5,6,0.84,57.3,0.27,5.0,0.7,1
STU_11651,LGS,8,Kaygıyla Erteleyen,264,31.9,0,0.88,100.0,0.8,8.9,0.17,0
STU_11652,LGS,8,Başlayamayan,108,9.7,1,0.45,56.3,0.86,8.4,0.81,1
STU_11653,LGS,8,Geceye Kayan,586,29.4,1,0.54,65.8,0.15,3.4,0.59,0
STU_11654,LGS,8,Kaygıyla Erteleyen,238,40.4,5,0.59,70.4,0.84,10.0,0.33,0
STU_11655,YKS_TYT_AYT,11,Başlayamayan,140,11.3,1,0.05,41.9,0.68,6.3,0.15,0
STU_11656,YKS_TYT_AYT,Mezun,Telefonla Dağılan,458,40.8,5,0.51,64.7,0.42,4.1,0.4,0
STU_11657,LGS,8,Yarıda Bırakan,189,19.4,3,0.34,60.2,0.21,6.6,0.4,1
STU_11658,LGS,8,Yarıda Bırakan,295,24.0,1,0.42,44.2,0.67,5.4,0.73,1
STU_11659,YKS_TYT_AYT,12,Kaygıyla Erteleyen,304,25.8,1,0.48,68.4,0.69,8.6,0.75,0
STU_11660,YKS_TYT_AYT,Mezun,Geceye Kayan,710,20.2,1,0.62,62.5,0.07,4.6,0.53,0
STU_11661,YKS_TYT_AYT,12,Başlayamayan,143,15.8,0,0.4,68.7,0.61,4.7,0.36,1
STU_11662,YKS_TYT_AYT,12,Yarıda Bırakan,325,20.1,5,0.53,40.0,0.47,4.5,0.6,0
STU_11663,YKS_TYT_AYT,11,Telefonla Dağılan,585,31.4,3,0.49,64.5,0.3,3.6,0.36,0
STU_11664,YKS_TYT_AYT,11,Yarıda Bırakan,181,15.9,2,0.3,49.1,0.36,3.8,0.41,1
STU_11665,YKS_TYT_AYT,Mezun,Yarıda Bırakan,221,10.3,3,0.6,48.1,0.77,4.3,0.21,1
STU_11666,LGS,8,Başlayamayan,124,12.6,0,0.27,21.3,0.48,7.8,0.07,0
STU_11667,YKS_TYT_AYT,12,Telefonla Dağılan,443,24.7,8,0.78,63.1,0.39,3.4,0.43,0
STU_11668,LGS,8,Yarıda Bırakan,282,11.4,5,0.2,42.1,0.26,4.4,0.11,1
STU_11669,YKS_TYT_AYT,12,Başlayamayan,145,17.8,1,0.19,38.8,0.86,8.2,0.44,1
STU_11670,LGS,8,Kaygıyla Erteleyen,393,43.1,4,0.66,79.4,0.8,9.7,0.33,1
STU_11671,YKS_TYT_AYT,12,Kaygıyla Erteleyen,330,10.4,3,0.92,75.1,0.71,8.6,0.4,0
STU_11672,YKS_TYT_AYT,12,Telefonla Dağılan,624,30.4,11,0.66,31.3,0.58,5.8,0.68,1
STU_11673,YKS_TYT_AYT,Mezun,Yarıda Bırakan,238,18.6,1,0.63,43.3,0.76,4.2,0.27,0
STU_11674,YKS_TYT_AYT,11,Telefonla Dağılan,401,26.1,5,0.61,60.3,0.44,4.1,0.74,0
STU_11675,LGS,8,Yarıda Bırakan,284,27.7,3,0.45,47.5,0.43,5.1,0.29,1
STU_11676,LGS,8,Yarıda Bırakan,207,17.4,1,0.36,64.7,0.77,4.5,0.56,1
STU_11677,LGS,8,Telefonla Dağılan,438,30.0,5,0.49,48.4,0.59,2.8,0.27,0
STU_11678,LGS,8,Başlayamayan,105,6.5,3,0.15,40.9,0.76,4.4,0.88,1
STU_11679,YKS_TYT_AYT,Mezun,Başlayamayan,119,13.2,0,0.35,25.7,0.77,5.9,0.09,1
STU_11680,LGS,8,Başlayamayan,137,11.6,2,0.13,58.0,0.81,5.9,0.16,1
STU_11681,YKS_TYT_AYT,12,Başlayamayan,128,13.0,2,0.24,48.6,0.58,5.3,0.17,1
STU_11682,YKS_TYT_AYT,Mezun,Başlayamayan,91,14.8,2,0.67,50.1,0.94,3.8,0.17,1
STU_11683,YKS_TYT_AYT,12,Geceye Kayan,569,29.6,5,0.37,64.6,0.06,5.8,0.79,0
STU_11684,LGS,8,Yarıda Bırakan,329,17.2,1,0.26,26.7,0.68,3.4,0.36,0
STU_11685,YKS_TYT_AYT,12,Başlayamayan,177,11.6,1,0.26,53.4,0.65,5.9,0.16,1
STU_11686,YKS_TYT_AYT,Mezun,Yarıda Bırakan,249,19.7,5,0.77,51.2,0.53,3.7,0.45,1
STU_11687,YKS_TYT_AYT,12,Geceye Kayan,509,41.2,1,0.63,76.0,0.16,7.0,0.89,0
STU_11688,YKS_TYT_AYT,12,Telefonla Dağılan,622,24.1,9,0.76,66.8,0.6,5.5,0.16,0
STU_11689,YKS_TYT_AYT,Mezun,Yarıda Bırakan,347,10.8,4,0.65,63.1,0.6,4.1,0.66,0
STU_11690,LGS,8,Kaygıyla Erteleyen,438,29.0,3,0.75,64.4,0.62,9.3,0.5,1
STU_11691,YKS_TYT_AYT,12,Yarıda Bırakan,248,19.3,4,0.41,60.5,0.46,2.2,0.4,1
STU_11692,LGS,8,Yarıda Bırakan,237,24.4,4,0.37,49.6,0.55,6.3,0.44,1
STU_11693,LGS,8,Başlayamayan,98,11.7,1,0.36,33.8,0.85,6.4,0.68,1
STU_11694,LGS,8,Yarıda Bırakan,379,21.7,3,0.55,56.2,0.45,3.9,0.23,0
STU_11695,LGS,8,Yarıda Bırakan,249,14.3,1,0.66,60.0,0.76,3.2,0.34,1
STU_11696,LGS,8,Telefonla Dağılan,575,33.1,3,0.51,70.5,0.3,4.3,0.63,1
STU_11697,LGS,8,Yarıda Bırakan,253,20.3,4,0.44,67.2,0.72,5.7,0.23,1
STU_11698,YKS_TYT_AYT,Mezun,Telefonla Dağılan,688,29.6,7,0.76,66.0,0.55,3.5,0.5,0
STU_11699,YKS_TYT_AYT,Mezun,Başlayamayan,171,12.1,2,0.35,39.4,0.7,8.7,0.43,1
STU_11700,YKS_TYT_AYT,12,Başlayamayan,125,9.7,3,0.26,42.0,0.54,6.6,0.22,1
STU_11701,YKS_TYT_AYT,11,Yarıda Bırakan,317,22.9,5,0.48,60.3,0.43,4.6,0.4,1
STU_11702,LGS,8,Geceye Kayan,581,47.4,5,0.56,73.3,0.47,6.9,0.66,1
STU_11703,YKS_TYT_AYT,12,Yarıda Bırakan,278,13.7,1,0.3,32.7,0.48,6.2,0.49,1
STU_11704,YKS_TYT_AYT,12,Telefonla Dağılan,359,20.8,7,0.75,63.0,0.39,3.8,0.65,0
STU_11705,LGS,8,Yarıda Bırakan,217,24.3,3,0.27,61.1,0.15,7.3,0.09,0
STU_11706,YKS_TYT_AYT,12,Başlayamayan,151,16.1,4,0.16,57.1,0.9,4.7,0.31,1
STU_11707,LGS,8,Başlayamayan,48,12.0,4,0.22,58.6,0.88,5.5,0.12,1
STU_11708,YKS_TYT_AYT,11,Yarıda Bırakan,233,16.8,3,0.45,56.5,0.26,5.7,0.64,0
STU_11709,YKS_TYT_AYT,12,Başlayamayan,88,10.5,2,0.58,41.5,0.81,6.2,0.36,0
STU_11710,LGS,8,Başlayamayan,165,15.0,1,0.13,25.6,0.96,9.4,0.26,1
STU_11711,LGS,8,Kaygıyla Erteleyen,299,38.8,1,0.63,30.6,0.8,9.7,0.16,0
STU_11712,YKS_TYT_AYT,12,Başlayamayan,97,12.3,0,0.32,56.0,0.66,10.0,0.35,1
STU_11713,YKS_TYT_AYT,12,Telefonla Dağılan,567,23.6,7,0.6,75.7,0.34,3.4,0.44,1
STU_11714,LGS,8,Yarıda Bırakan,271,20.1,1,0.49,59.3,0.26,4.3,0.17,0
STU_11715,YKS_TYT_AYT,11,Telefonla Dağılan,622,26.4,3,0.4,55.0,0.34,5.4,0.36,0
STU_11716,LGS,8,Telefonla Dağılan,517,13.3,4,0.42,60.8,0.53,3.5,0.67,0
STU_11717,YKS_TYT_AYT,12,Yarıda Bırakan,338,11.5,1,0.58,78.9,0.29,7.0,0.52,1
STU_11718,YKS_TYT_AYT,Mezun,Yarıda Bırakan,325,14.6,4,0.45,60.8,0.61,4.3,0.1,1
STU_11719,LGS,8,Telefonla Dağılan,653,26.0,7,0.77,58.3,0.65,4.9,0.46,0
STU_11720,LGS,8,Kaygıyla Erteleyen,362,47.5,2,0.39,66.5,0.4,8.2,0.27,0
STU_11721,LGS,8,Başlayamayan,99,10.5,2,0.07,50.4,0.71,7.5,0.53,1
STU_11722,LGS,8,Başlayamayan,88,15.7,2,0.06,40.7,0.84,6.9,0.39,1
STU_11723,LGS,8,Geceye Kayan,649,39.5,2,0.52,69.7,0.32,3.7,0.63,0
STU_11724,YKS_TYT_AYT,12,Yarıda Bırakan,330,17.4,5,0.51,63.3,0.38,3.0,0.4,0
STU_11725,LGS,8,Telefonla Dağılan,490,16.2,5,0.38,80.4,0.47,2.6,0.3,1
STU_11726,YKS_TYT_AYT,11,Yarıda Bırakan,366,19.1,3,0.27,57.1,0.13,5.6,0.31,0
STU_11727,YKS_TYT_AYT,11,Başlayamayan,84,8.5,1,0.48,49.0,0.65,5.6,0.1,1
STU_11728,YKS_TYT_AYT,11,Telefonla Dağılan,351,18.6,7,0.69,62.4,0.24,2.7,0.41,0
STU_11729,YKS_TYT_AYT,11,Telefonla Dağılan,390,34.1,6,0.56,62.0,0.8,3.4,0.25,1
STU_11730,LGS,8,Başlayamayan,126,10.5,2,0.12,54.8,0.79,5.4,0.51,1
STU_11731,YKS_TYT_AYT,11,Yarıda Bırakan,297,20.0,3,0.57,60.5,0.32,7.1,0.29,1
STU_11732,YKS_TYT_AYT,12,Kaygıyla Erteleyen,585,28.7,2,0.71,61.4,0.76,8.0,0.76,1
STU_11733,YKS_TYT_AYT,Mezun,Telefonla Dağılan,401,35.8,6,0.55,72.4,0.56,3.1,0.17,1
STU_11734,LGS,8,Başlayamayan,61,9.0,1,0.31,54.0,0.41,9.1,0.3,1
STU_11735,YKS_TYT_AYT,11,Telefonla Dağılan,523,22.3,5,0.37,82.7,0.06,3.7,0.53,0
STU_11736,YKS_TYT_AYT,12,Telefonla Dağılan,534,19.5,2,0.14,70.4,0.4,4.1,0.24,0
STU_11737,LGS,8,Kaygıyla Erteleyen,322,19.3,5,0.96,61.8,0.51,8.9,0.07,0
STU_11738,LGS,8,Telefonla Dağılan,449,21.7,10,0.17,71.4,0.59,4.3,0.45,1
STU_11739,LGS,8,Başlayamayan,68,9.2,0,0.01,50.0,0.72,6.7,0.26,1
STU_11740,YKS_TYT_AYT,Mezun,Telefonla Dağılan,493,29.9,5,0.68,62.9,0.11,4.8,0.56,1
STU_11741,YKS_TYT_AYT,12,Telefonla Dağılan,281,22.1,4,0.23,46.0,0.25,8.1,0.33,0
STU_11742,YKS_TYT_AYT,12,Başlayamayan,45,10.2,2,0.14,38.3,0.52,7.1,0.26,1
STU_11743,LGS,8,Yarıda Bırakan,201,22.0,2,0.65,59.9,0.58,4.9,0.28,1
STU_11744,LGS,8,Yarıda Bırakan,234,19.8,6,0.75,44.2,0.84,6.9,0.21,1
STU_11745,YKS_TYT_AYT,Mezun,Telefonla Dağılan,535,27.9,11,0.38,65.6,0.27,3.9,0.48,0
STU_11746,LGS,8,Başlayamayan,139,17.3,2,0.1,50.1,0.55,6.2,0.76,1
STU_11747,LGS,8,Telefonla Dağılan,416,24.4,7,0.78,80.7,0.58,5.8,0.78,1
STU_11748,YKS_TYT_AYT,Mezun,Geceye Kayan,544,34.1,1,0.45,68.7,0.2,7.1,0.89,0
STU_11749,LGS,8,Kaygıyla Erteleyen,185,28.3,1,0.8,53.3,0.75,9.1,0.21,0
STU_11750,YKS_TYT_AYT,12,Geceye Kayan,562,26.3,0,0.43,60.5,0.06,4.8,0.74,0
STU_11751,LGS,8,Geceye Kayan,462,40.8,6,0.57,66.8,0.04,3.1,0.95,1
STU_11752,LGS,8,Başlayamayan,117,14.8,1,0.11,38.9,0.59,6.8,0.23,0
